Date	Name	Year	Letterboxd URI	Rating	Rewatch	Tags	Watched Date	Genre	Language	Country	Director	Revenue	Budget
2019-05-24	Playing the Victim	2006	https://boxd.it/IBX2F	4,00			2019-05-23	Comedy	ru	Russia	Kirill Serebrennikov	0	0
2019-05-25	Revenge	2017	https://boxd.it/IEWqx	4,00			2019-05-25	Action	fr	France	Coralie Fargeat	938055	2900000
2019-05-26	The Third Man	1949	https://boxd.it/IHIxb	4,50			2019-05-25	Thriller	en	United Kingdom	Carol Reed	1226098	0
2019-05-27	Thunder Road	2018	https://boxd.it/ILdPh	4,50			2019-05-26	Comedy	en	United States of America	Jim Cummings	0	0
2019-05-30	Tom at the Farm	2013	https://boxd.it/IVnHd	3,50			2019-05-29	Drama	fr	Canada	Xavier Dolan	687505	0
2019-06-02	The Thin Blue Line	1988	https://boxd.it/J6kRB	4,00			2019-06-02	Crime	en	United States of America	Errol Morris	1209846	0
2019-06-06	Booksmart	2019	https://boxd.it/Ji7XP	5,00			2019-06-06	Comedy	en	United States of America	Olivia Wilde	24849029	6000000
2019-06-07	Dark Phoenix	2019	https://boxd.it/JiQdx	1,50			2019-06-06	Science Fiction	en	United States of America	Simon Kinberg	252442974	200000000
2019-06-09	Chernobyl	2019	https://boxd.it/JoNW7	5,00			2019-06-08	Drama	ru	Russia	Dmitry Kiselev	0	0
2019-06-11	Rushmore	1998	https://boxd.it/JxU8V	5,00			2019-06-11	Comedy	en	United States of America	Wes Anderson	17096053	9000000
2019-06-12	Spider-Man: Into the Spider-Verse	2018	https://boxd.it/Jyxyj	4,50			2019-06-11	Animation	en	United States of America	Bob Persichetti	384298736	90000000
2019-06-12	The Party's Just Beginning	2018	https://boxd.it/JATCV	4,00			2019-06-12	Drama	en	United States of America	Karen Gillan	0	0
2019-06-13	A Quiet Place	2018	https://boxd.it/JCayN	3,50			2019-06-13	Horror	en	United States of America	John Krasinski	341000000	17000000
2019-06-14	Cam	2018	https://boxd.it/JDNGD	3,00			2019-06-13	Mystery	en	United States of America	Daniel Goldhaber	0	0
2019-06-14	Enemy	2013	https://boxd.it/JEJzP	5,00			2019-06-14	Thriller	en	Canada	Denis Villeneuve	3396726	0
2019-06-20	The Vanishing	1988	https://boxd.it/JWQHx	4,00			2019-06-19	Thriller	nl	Netherlands	George Sluizer	0	0
2019-06-22	Pain and Glory	2019	https://boxd.it/K1X5Z	0,00			2019-06-21	Drama	es	Spain	Pedro Almodóvar	37359689	10769016
2019-06-22	If Beale Street Could Talk	2018	https://boxd.it/K2qGF	4,50			2019-06-21	Romance	en	United States of America	Barry Jenkins	20572691	12000000
2019-06-23	The Fool	2014	https://boxd.it/K58x7	0,00			2019-06-22	Drama	ru	Russia	Yury Bykov	0	1300005
2019-06-23	Beau	2011	https://boxd.it/K5ayB	3,50			2019-06-22	Horror	en	United States of America	Ari Aster	0	0
2019-06-23	Munchausen	2013	https://boxd.it/K5Ayn	4,00			2019-06-22	Drama	en	United States of America	Ari Aster	0	0
2019-06-23	C'est la Vie	2016	https://boxd.it/K5ACz	0,00			2019-06-22	Comedy	en	United States of America	Ari Aster	0	0
2019-06-23	The Turtle's Head	2014	https://boxd.it/K5AHT	0,00			2019-06-22	Comedy	en	United States of America	Ari Aster	0	0
2019-06-23	Basically	2014	https://boxd.it/K5FHJ	0,00			2019-06-23	Comedy	en	United States of America	Ari Aster	0	0
2019-06-26	Beanpole	2019	https://boxd.it/Kfcl5	0,00			2019-06-25	Drama	ru	Russia	Kantemir Balagov	0	0
2019-06-27	Phantom Thread	2017	https://boxd.it/KjNE7	4,00			2019-06-27	Drama	en	United States of America	Paul Thomas Anderson	47756590	35000000
2019-06-28	Her	2013	https://boxd.it/Kmw1N	5,00			2019-06-28	Romance	en	United States of America	Spike Jonze	47351251	23000000
2019-06-30	Paris, Texas	1984	https://boxd.it/Kq36n	0,00			2019-06-29	Drama	en	Germany	Wim Wenders	2181987	1750000
2019-07-03	Upgrade	2018	https://boxd.it/KzTvR	4,00			2019-07-02	Action	en	Australia	Leigh Whannell	16706680	5000000
2019-07-03	Necktie	2013	https://boxd.it/KzUJb	0,00			2019-07-02	Drama	en	Greece	Yorgos Lanthimos	0	0
2019-07-04	The Hate U Give	2018	https://boxd.it/KCjE5	3,50			2019-07-03	Crime	en	United States of America	George Tillman Jr.	34934009	23000000
2019-07-05	The Double	2013	https://boxd.it/KGbwF	0,00			2019-07-04	Thriller	en	United Kingdom	Richard Ayoade	200000	0
2019-07-05	Wildlife	2018	https://boxd.it/KGxUJ	5,00			2019-07-05	Drama	en	United States of America	Paul Dano	3097257	0
2019-07-06	Parasite	2019	https://boxd.it/KIYux	5,00			2019-07-05	Comedy	ko	South Korea	Bong Joon-ho	257591776	11363000
2019-07-08	Spotlight	2015	https://boxd.it/KPLH3	3,50			2019-07-07	Drama	en	United States of America	Tom McCarthy	98700000	20000000
2019-07-08	Snowpiercer	2013	https://boxd.it/KPYVx	3,50			2019-07-07	Action	ko	South Korea	Bong Joon-ho	86758912	39200000
2019-07-09	Spider-Man: Far from Home	2019	https://boxd.it/KVSVN	3,50			2019-07-09	Action	en	United States of America	Jon Watts	1131927996	160000000
2019-07-10	You Were Never Really Here	2017	https://boxd.it/KWUYB	4,50			2019-07-09	Crime	en	United Kingdom	Lynne Ramsay	9400000	17000000
2019-07-12	Black Mirror: Smithereens	2019	https://boxd.it/L2M35	3,00			2019-07-11						
2019-07-17	Clue	1985	https://boxd.it/Ll19X	3,00			2019-07-17	Comedy	en	United States of America	Jonathan Lynn	14643997	15000000
2019-07-20	Ferris Bueller's Day Off	1986	https://boxd.it/LrGdj	3,00			2019-07-19	Comedy	en	United States of America	John Hughes	70100000	6000000
2019-07-20	Midsommar	2019	https://boxd.it/Lsn8r	4,50			2019-07-20	Horror	en	United States of America	Ari Aster	48059189	9000000
2019-07-21	The Shining	1980	https://boxd.it/LvpBB	5,00			2019-07-20	Horror	en	United States of America	Stanley Kubrick	44781695	19000000
2019-07-22	Her Smell	2018	https://boxd.it/LycFr	0,00			2019-07-21	Drama	en	United States of America	Alex Ross Perry	0	0
2019-07-22	Strangers on a Train	1951	https://boxd.it/Lz76j	4,00			2019-07-21	Crime	en	United States of America	Alfred Hitchcock	7000000	1200000
2019-07-24	Can You Ever Forgive Me?	2018	https://boxd.it/LFDUR	4,00			2019-07-24	Drama	en	United States of America	Marielle Heller	8586944	0
2019-07-25	Minding the Gap	2018	https://boxd.it/LKfLB	5,00			2019-07-25	Documentary	en	United States of America	Liu Bing	0	0
2019-07-26	Animal World	2018	https://boxd.it/LNqWr	3,50			2019-07-26	Drama	zh	China	Yan Han	0	125000
2019-07-27	Russian Ark	2002	https://boxd.it/LOzCR	4,50			2019-07-26	Drama	ru	Denmark	Aleksandr Sokurov	6723732	0
2019-07-28	John Wick	2014	https://boxd.it/LRsKZ	3,50			2019-07-27	Action	en	United States of America	Chad Stahelski	88761661	20000000
2019-07-28	Lolita	1962	https://boxd.it/LS7pt	2,50			2019-07-27	Drama	en	United States of America	Stanley Kubrick	9250000	2000000
2019-07-29	Fight Club	1999	https://boxd.it/LVsK9	5,00			2019-07-28	Drama	en	United States of America	David Fincher	100853753	63000000
2019-07-30	Crazy Rich Asians	2018	https://boxd.it/LZdFh	2,50			2019-07-29	Comedy	en	United States of America	Jon M. Chu	238539198	30000000
2019-07-31	The Perfect Date	2019	https://boxd.it/M1ZNx	2,00			2019-07-30	Romance	en	United States of America	Chris Nelson	0	0
2019-08-01	John Wick: Chapter 2	2017	https://boxd.it/M5YqF	3,50			2019-07-31	Action	en	United States of America	Chad Stahelski	171539887	40000000
2019-08-01	The Girl with the Dragon Tattoo	2011	https://boxd.it/M7V5X	4,50			2019-08-01	Thriller	en	United States of America	David Fincher	232600000	90000000
2019-08-02	In Fabric	2018	https://boxd.it/M8Nct	3,00			2019-08-01	Horror	en	United Kingdom	Peter Strickland	0	0
2019-08-13	Hard Candy	2005	https://boxd.it/ML9Cz	0,00			2019-08-13	Drama	en	United States of America	David Slade	7000000	950000
2019-08-18	Back to the Future	1985	https://boxd.it/MZl1j	4,50			2019-08-17	Adventure	en	United States of America	Robert Zemeckis	381109762	19000000
2019-08-20	Almost Famous	2000	https://boxd.it/N6tcD	4,00			2019-08-19	Drama	en	United States of America	Cameron Crowe	47386287	60000000
2019-08-22	Asako I & II	2018	https://boxd.it/NdeaV	0,00			2019-08-22	Drama	ja	Japan	Ryusuke Hamaguchi	0	0
2019-08-24	Blue Velvet	1986	https://boxd.it/NjAxJ	0,00			2019-08-23	Crime	en	United States of America	David Lynch	8636706	6000000
2019-08-28	Vertigo	1958	https://boxd.it/NysTd	4,50			2019-08-27	Mystery	en	United States of America	Alfred Hitchcock	7797728	2479000
2019-08-31	Taylor Swift: Reputation Stadium Tour	2018	https://boxd.it/NHqrT	4,50			2019-08-31	Music	en	United States of America	Paul Dugdale	0	0
2019-09-01	Open Your Eyes	1997	https://boxd.it/NI9CR	3,50			2019-08-31	Drama	es	Spain	Alejandro Amenábar	370720	2900000
2019-09-03	Old Joy	2006	https://boxd.it/NQ0uP	5,00			2019-09-02	Drama	en	United States of America	Kelly Reichardt	0	300000
2019-09-04	The Color of Pomegranates	1969	https://boxd.it/NSYPH	0,00			2019-09-03	Drama	hy	Soviet Union	Sergei Parajanov	0	0
2019-09-06	Starfish	2018	https://boxd.it/NZJLf	4,00			2019-09-05	Drama	en	United States of America	A.T. White	0	0
