Date	Name	Year	Letterboxd URI	Rating	Rewatch	Tags	Watched Date	Genre	Language	Country	Director	Revenue	Budget
2021-06-19	Love, Death & Robots: All Through the House	2021	https://boxd.it/1W5cdV	3,00			2021-06-19	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-21	11.22.63	2016	https://boxd.it/1Wipbp	0,00			2021-06-20						
2021-06-24	Love, Death & Robots: Life Hutch	2021	https://boxd.it/1WJxOX	0,00			2021-06-23	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-24	Love, Death & Robots: The Drowned Giant	2021	https://boxd.it/1WJCsx	4,00			2021-06-23	Drama	en	United States of America	Alex Kalymnios	0	0
2021-06-26	Decalogue II	1989	https://boxd.it/1WW56f	4,00			2021-06-25	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-06-29	Bo Burnham: Inside	2021	https://boxd.it/1XmjPZ	4,00			2021-06-28	Comedy	en	United States of America	Bo Burnham	0	0
2021-07-02	Decalogue III	1989	https://boxd.it/1XLlqx	4,00			2021-07-01	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-04	Decalogue IV	1989	https://boxd.it/1Y0D7j	3,50			2021-07-03	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-04	Decalogue V	1989	https://boxd.it/1Y1Bkd	4,50			2021-07-03	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-06	Decalogue VII	1989	https://boxd.it/1Ymx1D	4,00			2021-07-05	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-08	Matthias & Maxime	2019	https://boxd.it/1YDaYB	3,50			2021-07-07	Drama	fr	Canada	Xavier Dolan	0	0
2021-07-08	Decalogue VI	1989	https://boxd.it/1YDG6V	4,50			2021-07-07	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-14	Bo Burnham: What.	2013	https://boxd.it/1ZzTPv	3,50			2021-07-14	Comedy	en	United States of America	Christopher Storer	0	0
2021-07-19	Taxi Driver	1976	https://boxd.it/20j3Y3	4,00			2021-07-18	Crime	en	United States of America	Martin Scorsese	28600000	1900000
2021-07-23	Trainspotting	1996	https://boxd.it/20SHZF	4,50			2021-07-22	Drama	en	United Kingdom	Danny Boyle	72000000	4000000
2021-07-25	Cruella	2021	https://boxd.it/21boZT	2,50			2021-07-24	Comedy	en	United States of America	Craig Gillespie	233503234	200000000
2021-07-26	The Perks of Being a Wallflower	2012	https://boxd.it/21lmEf	3,50			2021-07-25	Drama	en	United States of America	Stephen Chbosky	33400000	13000000
2021-07-27	Decalogue VIII	1989	https://boxd.it/21vdeR	0,00			2021-07-26	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-28	Decalogue IX	1989	https://boxd.it/21CXnp	3,00			2021-07-27	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-29	Decalogue X	1989	https://boxd.it/21KbOt	4,50			2021-07-28	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-07-30	Luca	2021	https://boxd.it/21SsGH	4,00			2021-07-29	Animation	en	United States of America	Enrico Casarosa	51074773	200000000
2021-07-31	The Graduate	1967	https://boxd.it/223vVx	3,50			2021-07-30	Drama	en	United States of America	Mike Nichols	104945305	3000000
2021-08-01	Frances Ha	2012	https://boxd.it/22ahVH	4,00			2021-07-31	Comedy	en	United States of America	Noah Baumbach	4069826	0
2021-08-05	The Father	2020	https://boxd.it/22NOWh	4,00			2021-08-04	Drama	en	United Kingdom	Florian Zeller	21029340	6000000
2021-08-08	Funny Games	1997	https://boxd.it/23eAY3	4,00			2021-08-07	Drama	de	Austria	Michael Haneke	0	0
2021-08-11	The Suicide Squad	2021	https://boxd.it/23G1PB	4,00			2021-08-10	Action	en	United States of America	James Gunn	168717425	185000000
2021-08-11	Breathless	1960	https://boxd.it/23NvGt	4,00			2021-08-11	Drama	fr	France	Jean-Luc Godard	0	0
2021-08-12	A Quiet Place Part II	2020	https://boxd.it/23PB1v	3,50			2021-08-11	Science Fiction	en	United States of America	John Krasinski	297400000	61000000
2021-08-17	Before Sunrise	1995	https://boxd.it/24yIFx	4,50	Yes		2021-08-16	Drama	en	United States of America	Richard Linklater	5987386	2500000
2021-08-17	Like Crazy	2011	https://boxd.it/24EZWd	0,00			2021-08-17	Drama	en	United States of America	Drake Doremus	3542353	250000
2021-08-19	Cruel Intentions	1999	https://boxd.it/24VPiL	4,00			2021-08-19	Drama	en	United States of America	Roger Kumble	76347426	10500000
2021-08-21	Annette	2021	https://boxd.it/254flH	4,50			2021-08-20	Drama	fr	France	Leos Carax	3700000	15500000
2021-08-27	The Green Knight	2021	https://boxd.it/25W9qz	0,00			2021-08-26	Adventure	en	United States of America	David Lowery	18887953	15000000
2021-08-28	About Time	2013	https://boxd.it/26bA67	3,50			2021-08-28	Drama	en	United Kingdom	Richard Curtis	87100449	12000000
2021-09-06	Mistress America	2015	https://boxd.it/27pUAD	4,00			2021-09-06	Comedy	en	United States of America	Noah Baumbach	2500431	0
2021-09-08	Eternal Sunshine of the Spotless Mind	2004	https://boxd.it/27Jv9x	0,00	Yes		2021-09-07	Science Fiction	en	United States of America	Michel Gondry	72258126	20000000
2021-09-16	There Will Be Blood	2007	https://boxd.it/28NhED	5,00			2021-09-15	Drama	en	United States of America	Paul Thomas Anderson	77208711	25000000
2021-09-24	Andrei Rublev	1966	https://boxd.it/29PUQr	0,00			2021-09-23	Drama	ru	Soviet Union	Andrei Tarkovsky	24173	0
2021-11-07	Dekalog	1989	https://boxd.it/2gyjnh	4,00			2021-11-06	Drama	pl	Poland	Krzysztof Kieślowski	0	0
2021-11-08	Her	2013	https://boxd.it/2gFDMZ	5,00	Yes		2021-11-06	Romance	en	United States of America	Spike Jonze	47351251	23000000
2021-11-08	Dune	2021	https://boxd.it/2gGLaB	4,00			2021-11-07	Science Fiction	en	United States of America	Denis Villeneuve	407573628	165000000
2021-11-16	Closer	2004	https://boxd.it/2i34ol	2,50			2021-11-16	Drama	en	United Kingdom	Mike Nichols	115505027	27000000
2021-11-27	Fallen Angels	1995	https://boxd.it/2jDQyp	5,00			2021-11-27	Action	cn	Hong Kong	Wong Kar-wai	0	0
2021-12-10	Mystery Train	1989	https://boxd.it/2lzdfN	3,00			2021-12-09	Comedy	en	United States of America	Jim Jarmusch	1544973	2800000
2021-12-11	First Reformed	2017	https://boxd.it/2lIKMt	5,00	Yes		2021-12-10	Drama	en	United States of America	Paul Schrader	2525738	3500000
2021-12-12	Angel's Egg	1985	https://boxd.it/2lRRb3	4,50			2021-12-11	Animation	ja	Japan	Mamoru Oshii	0	0
2021-12-15	Happy Together	1997	https://boxd.it/2mmTBJ	0,00			2021-12-15	Drama	cn	Hong Kong	Wong Kar-wai	5000000	125000
2021-12-19	First Cow	2019	https://boxd.it/2n0gKx	0,00			2021-12-18	Drama	en	United States of America	Kelly Reichardt	101068	0
2021-12-23	Spider-Man: No Way Home	2021	https://boxd.it/2nN2VT	4,00			2021-12-22	Action	en	United States of America	Jon Watts	1921847111	200000000
2021-12-24	Dogville	2003	https://boxd.it/2o1jmp	5,00			2021-12-24	Crime	en	Denmark	Lars von Trier	16690617	10000000
2022-01-03	Punch-Drunk Love	2002	https://boxd.it/2qAhKn	0,00	Yes		2022-01-02	Romance	en	United States of America	Paul Thomas Anderson	24665649	25000000
2022-01-03	Dancer in the Dark	2000	https://boxd.it/2qTHDF	0,00			2022-01-03	Drama	en	Denmark	Lars von Trier	40061153	12500000
2022-01-14	Licorice Pizza	2021	https://boxd.it/2txY0N	0,00			2022-01-13	Drama	en	United States of America	Paul Thomas Anderson	33300000	40000000
2022-01-20	Titane	2021	https://boxd.it/2v4jv1	0,00			2022-01-19	Drama	fr	France	Julia Ducournau	5000000	6600000
2022-01-23	In the Mood for Love	2000	https://boxd.it/2vCYSX	5,00	Yes		2022-01-22	Drama	cn	Hong Kong	Wong Kar-wai	14204632	150000
2022-01-28	The French Dispatch	2021	https://boxd.it/2wE5jh	4,00			2022-01-27	Drama	en	United States of America	Wes Anderson	46333545	25000000
2022-02-09	Rear Window	1954	https://boxd.it/2yXQMh	0,00			2022-02-08	Thriller	en	United States of America	Alfred Hitchcock	37034514	1000000
2022-02-14	The Worst Person in the World	2021	https://boxd.it/2zSUHf	4,00			2022-02-13	Drama	no	Norway	Joachim Trier	11800000	5000000
2022-02-14	Normal People	2020	https://boxd.it/2zXhvf	5,00	Yes		2022-02-14	Horror	en	United States of America	Amber Rose McNeill	0	250
2022-02-15	Blue Valentine	2010	https://boxd.it/2A65V9	4,00	Yes		2022-02-14	Drama	en	United States of America	Derek Cianfrance	15440333	1000000
2022-02-18	Mean Girls	2004	https://boxd.it/2AzQmN	5,00	Yes		2022-02-17	Drama	en	United States of America	Mark Waters	130100000	17000000
2022-02-20	Drive My Car	2021	https://boxd.it/2AWHgR	4,00			2022-02-19	Drama	ja	Japan	Ryusuke Hamaguchi	15364572	1300000
2022-02-21	Whiplash	2014	https://boxd.it/2BbuF5	5,00			2022-02-20	Drama	en	United States of America	Damien Chazelle	13092000	3300000
2022-02-25	Personal Shopper	2016	https://boxd.it/2BSMD3	0,00	Yes		2022-02-24	Drama	fr	France	Olivier Assayas	1305195	6000000
2022-02-26	Three Colours: Blue	1993	https://boxd.it/2C3wCF	0,00			2022-02-25	Drama	fr	France	Krzysztof Kieślowski	0	0
2022-02-27	Three Colours: White	1994	https://boxd.it/2CeUJn	0,00			2022-02-26	Comedy	fr	France	Krzysztof Kieślowski	0	0
2022-02-28	Wheel of Fortune and Fantasy	2021	https://boxd.it/2Cno3x	3,50			2022-02-27	Drama	ja	Japan	Ryusuke Hamaguchi	0	0
2022-03-03	The Tinder Swindler	2022	https://boxd.it/2CUBTH	2,50			2022-03-02	Documentary	en	United Kingdom	Felicity Morris	0	0
2022-03-06	Three Colours: Red	1994	https://boxd.it/2DuzZP	5,00			2022-03-05	Drama	fr	France	Krzysztof Kieślowski	0	0
2022-03-07	The Batman	2022	https://boxd.it/2DGRpJ	3,50			2022-03-06	Crime	en	United States of America	Matt Reeves	771000000	185000000
2022-03-09	Eraserhead	1977	https://boxd.it/2E4KJZ	4,00			2022-03-08	Fantasy	en	United States of America	David Lynch	7000000	100000
2022-03-18	The Lost Daughter	2021	https://boxd.it/2FQx2t	3,50			2022-03-17	Drama	en	United Kingdom	Maggie Gyllenhaal	14521	0
2022-03-20	Comet	2014	https://boxd.it/2G2Nzn	0,00			2022-03-19	Science Fiction	en	United States of America	Sam Esmail	0	0
2022-03-21	Columbus	2017	https://boxd.it/2GjL6x	5,00	Yes		2022-03-19	Drama	en	United States of America	Kogonada	1015744	700000
2022-03-21	Mommy	2014	https://boxd.it/2GlawH	5,00	Yes		2022-03-20	Drama	fr	Canada	Xavier Dolan	3494070	4900000
2022-03-23	Lost Highway	1997	https://boxd.it/2GJLFf	0,00			2022-03-22	Drama	en	United States of America	David Lynch	3836866	15000000
2022-03-26	The House of the Devil	2009	https://boxd.it/2Hgn91	3,00			2022-03-25	Horror	en	United States of America	Ti West	0	0
2022-04-06	2001: A Space Odyssey	1968	https://boxd.it/2Jecyj	3,50			2022-04-05	Science Fiction	en	United States of America	Stanley Kubrick	71923560	12000000
2022-04-13	A Clockwork Orange	1971	https://boxd.it/2KtcKX	4,50			2022-04-12	Science Fiction	en	United States of America	Stanley Kubrick	26589000	2200000
2022-04-16	10 Things I Hate About You	1999	https://boxd.it/2L5nKv	5,00	Yes		2022-04-16	Comedy	en	United States of America	Gil Junger	53478166	16000000
2022-04-25	The Balcony Movie	2021	https://boxd.it/2MCo09	5,00			2022-04-24	Documentary	pl	Poland	Paweł Łoziński	0	0
2022-04-27	Everything Everywhere All at Once	2022	https://boxd.it/2N1FDn	5,00			2022-04-26	Action	en	United States of America	Daniel Scheinert	139200000	25000000
2022-04-29	My First Summer	2020	https://boxd.it/2Nia0N	3,50			2022-04-28	Drama	en	Australia	Katie Found	0	0
2022-04-30	You Have No Idea How Much I Love You	2016	https://boxd.it/2NsHAf	4,00			2022-04-29	Documentary	pl	Poland	Paweł Łoziński	0	0
2022-05-04	The Girl from the Other Side	2019	https://boxd.it/2Oe0cl	0,00			2022-05-03	Animation	ja	Japan	Satomi Maiya	0	0
2022-05-26	Neon Genesis Evangelion	1995	https://boxd.it/2SbREH	4,00			2022-05-25						
2022-06-04	Conversations with Friends	2022	https://boxd.it/2TJOcR	4,50			2022-06-04						
2022-06-05	Chungking Express	1994	https://boxd.it/2TTHPH	4,00			2022-06-05	Drama	cn	Hong Kong	Wong Kar-wai	0	160000
2022-06-08	Moonrise Kingdom	2012	https://boxd.it/2UskZf	4,50			2022-06-06	Comedy	en	United States of America	Wes Anderson	68263166	16000000
2022-06-18	The Double Life of Véronique	1991	https://boxd.it/2WdUq9	0,00			2022-06-17	Drama	fr	France	Krzysztof Kieślowski	1999955	0
2022-06-23	Hereditary	2018	https://boxd.it/2Xd12P	5,00			2022-06-22	Horror	en	United States of America	Ari Aster	82500000	10000000
2022-07-03	Stranger Than Paradise	1984	https://boxd.it/2Z3HLv	4,00			2022-07-02	Comedy	en	United States of America	Jim Jarmusch	0	0
2022-07-07	After Yang	2021	https://boxd.it/2ZNccL	4,00			2022-07-06	Science Fiction	en	United States of America	Kogonada	131465	0
2022-07-08	Love, Death & Robots: Three Robots: Exit Strategies	2022	https://boxd.it/302nW1	2,00			2022-07-08	Documentary	tr	Germany	Cem Kaya	0	0
2022-07-08	Love, Death & Robots: Bad Travelling	2022	https://boxd.it/302B2h	3,00			2022-07-08	Documentary	tr	Germany	Cem Kaya	0	0
2022-07-08	Love, Death & Robots: Night of the Mini Dead	2022	https://boxd.it/302QzZ	4,00			2022-07-08	Documentary	tr	Germany	Cem Kaya	0	0
2022-07-08	Love, Death & Robots: Swarm	2022	https://boxd.it/303cwX	3,00			2022-07-08	Documentary	tr	Germany	Cem Kaya	0	0
2022-07-09	Minions: The Rise of Gru	2022	https://boxd.it/309ykV	0,50			2022-07-08	Animation	en	United States of America	Kyle Balda	940000000	85000000
2022-07-09	Despicable Me	2010	https://boxd.it/30d9BZ	3,50			2022-07-08	Family	en	United States of America	Pierre Coffin	533700000	69000000
2022-07-11	The Cabinet of Dr. Caligari	1920	https://boxd.it/30FO4D	4,00			2022-07-10	Drama	de	Germany	Robert Wiene	8811	18000
2022-07-11	Love, Death & Robots: Jibaro	2022	https://boxd.it/30EiLD	4,50			2022-07-11	Documentary	tr	Germany	Cem Kaya	0	0
2022-07-13	Spring, Summer, Fall, Winter... and Spring	2003	https://boxd.it/30XGjh	0,00			2022-07-12	Drama	ko	South Korea	Kim Ki-duk	8945072	0
2022-07-15	Amélie	2001	https://boxd.it/31w8uv	3,00			2022-07-15	Comedy	fr	France	Jean-Pierre Jeunet	173921954	10000000
2022-07-18	Drive	2011	https://boxd.it/322XOZ	0,00	Yes		2022-07-17	Drama	en	United States of America	Nicolas Winding Refn	78100000	15000000
2022-08-11	Chungking Express	1994	https://boxd.it/37lo9P	4,00	Yes		2022-08-10	Drama	cn	Hong Kong	Wong Kar-wai	0	160000
2022-08-25	The Wind Rises	2013	https://boxd.it/3abRkf	3,00			2022-08-24	Drama	ja	Japan	Hayao Miyazaki	117932401	30000000
2022-09-04	After We Fell	2021	https://boxd.it/3bY6uJ	1,00			2022-09-03	Romance	en	United States of America	Castille Landon	21800000	14000000
2022-09-11	The Worst Person in the World	2021	https://boxd.it/3dkj1X	4,00	Yes		2022-09-10	Drama	no	Norway	Joachim Trier	11800000	5000000
2022-09-13	Prey	2022	https://boxd.it/3dM8kv	2,00			2022-09-12	Thriller	en	United States of America	Dan Trachtenberg	0	65000000
2022-09-14	Miss Americana	2020	https://boxd.it/3dSkgn	4,00	Yes		2022-09-13	Documentary	en	United States of America	Lana Wilson	0	0
2022-09-16	Through a Glass Darkly	1961	https://boxd.it/3ee2xz	0,00			2022-09-15	Drama	sv	Sweden	Ingmar Bergman	8939	0
2022-09-22	Autumn Sonata	1978	https://boxd.it/3fmNTx	0,00			2022-09-21	Drama	sv	Germany	Ingmar Bergman	0	0
2022-09-26	Lady Bird	2017	https://boxd.it/3g9Edl	5,00	Yes		2022-09-25	Drama	en	United States of America	Greta Gerwig	79000000	10000000
2022-10-03	The Virgin Suicides	1999	https://boxd.it/3hL5Lx	3,00			2022-09-30	Drama	en	United States of America	Sofia Coppola	10409377	6000000
2022-10-03	Manchester by the Sea	2016	https://boxd.it/3hL6fn	0,00			2022-10-02	Drama	en	United States of America	Kenneth Lonergan	79000000	9000000
2022-10-18	Normal People	2020	https://boxd.it/3kTUBh	5,00	Yes		2022-10-18	Horror	en	United States of America	Amber Rose McNeill	0	250
2022-11-02	Ex Machina	2015	https://boxd.it/3o7JPn	3,50			2022-11-01	Drama	en	United Kingdom	Alex Garland	36869414	15000000
2022-11-13	Aftersun	2022	https://boxd.it/3qmjM1	4,50			2022-11-12	Drama	en	United States of America	Charlotte Wells	7834405	0
2022-11-17	Heartbeats	2010	https://boxd.it/3rbt4P	4,50	Yes		2022-11-16	Drama	fr	Canada	Xavier Dolan	62985	464229
2022-11-27	Anomalisa	2015	https://boxd.it/3te9Ul	4,50			2022-11-26	Animation	en	United States of America	Charlie Kaufman	5700000	8000000
2022-11-28	Bones and All	2022	https://boxd.it/3tyPDL	4,00			2022-11-27	Drama	it	United States of America	Luca Guadagnino	15100000	18000000
2022-11-28	Over the Garden Wall	2014	https://boxd.it/3tB0SL	5,00	Yes		2022-11-28						
2022-12-08	Vortex	2021	https://boxd.it/3vBvH3	0,00			2022-12-07	Drama	fr	France	Gaspar Noé	222230	0
2022-12-10	Nope	2022	https://boxd.it/3vYv4L	3,00			2022-12-09	Horror	en	United States of America	Jordan Peele	170823080	68000000
2022-12-20	The Fabelmans	2022	https://boxd.it/3ygljv	3,00			2022-12-09	Drama	en	United States of America	Steven Spielberg	45629909	40000000
2022-12-23	Three Thousand Years of Longing	2022	https://boxd.it/3z8NJ5	3,50			2022-12-22	Drama	en	Australia	George Miller	20300000	60000000
2023-01-03	After Ever Happy	2022	https://boxd.it/3DcNzt	1,00			2023-01-02	Romance	en	United States of America	Castille Landon	19200000	14000000
2023-01-06	Glass Onion	2022	https://boxd.it/3EqR5z	3,50			2023-01-05	Comedy	en	United States of America	Rian Johnson	13280000	40000000
2023-01-08	The Menu	2022	https://boxd.it/3F9TrR	3,00			2023-01-07	Comedy	en	United States of America	Mark Mylod	79628200	35000000
2023-01-08	Decision to Leave	2022	https://boxd.it/3FkAdD	0,00			2023-01-08	Thriller	ko	South Korea	Park Chan-wook	16914773	0
2023-01-15	Aftersun	2022	https://boxd.it/3HP9Sp	4,50	Yes		2023-01-13	Drama	en	United States of America	Charlotte Wells	7834405	0
2023-01-15	Fallen Angels	1995	https://boxd.it/3HP7z1	5,00	Yes		2023-01-14	Action	cn	Hong Kong	Wong Kar-wai	0	0
2023-01-27	The Whale	2022	https://boxd.it/3LDOl9	2,50			2023-01-26	Drama	en	United States of America	Darren Aronofsky	55101305	3000000
2023-01-30	TÁR	2022	https://boxd.it/3MRdQh	4,00			2023-01-30	Drama	en	United States of America	Todd Field	29000000	35000000
2023-02-03	The Banshees of Inisherin	2022	https://boxd.it/3NKRuZ	3,50			2023-02-02	Drama	en	United Kingdom	Martin McDonagh	49300000	20000000
2023-02-07	Paranoia Agent	2004	https://boxd.it/3P6hKb	5,00			2023-02-06						
2023-02-08	Vivre Sa Vie	1962	https://boxd.it/3PmlmJ	0,00			2023-02-07	Drama	fr	France	Jean-Luc Godard	24517	64000
2023-02-13	Marcel the Shell with Shoes On	2021	https://boxd.it/3QJ43P	4,00			2023-02-12	Animation	en	United States of America	Dean Fleischer Camp	6900000	0
2023-02-14	Puss in Boots: The Last Wish	2022	https://boxd.it/3QZUmL	0,00			2023-02-13	Animation	en	United States of America	Joel Crawford	484700000	90000000
2023-02-16	In the Mood for Love	2000	https://boxd.it/3Ro6Zj	5,00	Yes		2023-02-14	Drama	cn	Hong Kong	Wong Kar-wai	14204632	150000
2023-02-16	The Royal Tenenbaums	2001	https://boxd.it/3RC3wL	0,00			2023-02-16	Comedy	en	United States of America	Wes Anderson	71441250	21000000
2023-02-19	Coraline	2009	https://boxd.it/3SkiNv	5,00			2023-02-18	Animation	en	United States of America	Henry Selick	131800000	60000000
2023-02-26	We're All Going to the World's Fair	2021	https://boxd.it/3UcP17	0,00			2023-02-25	Drama	en	United States of America	Jane Schoenbrun	96206	0
2023-02-26	Bodies Bodies Bodies	2022	https://boxd.it/3Um1kN	3,50			2023-02-25	Comedy	en	United States of America	Halina Reijn	13900000	3000000
2023-03-03	Inside Llewyn Davis	2013	https://boxd.it/3VR6Fd	0,00			2023-03-03	Drama	en	United States of America	Joel Coen	32935319	11000000
2023-03-08	Barbie and the Diamond Castle	2008	https://boxd.it/3X8q53	0,00			2023-03-07	Animation	en	Canada	Gino Nichele	0	0
2023-03-18	Enter the Void	2009	https://boxd.it/3ZQvwJ	0,00			2023-03-17	Fantasy	en	France	Gaspar Noé	754249	13000000
2023-03-19	Kiki's Delivery Service	1989	https://boxd.it/402jA9	4,00	Yes		2023-03-18	Animation	ja	Japan	Hayao Miyazaki	4493017	6900000
2023-03-27	Grave of the Fireflies	1988	https://boxd.it/42bchb	3,00			2023-03-26	Animation	ja	Japan	Isao Takahata	516962	3700000
2023-05-15	Beau Is Afraid	2023	https://boxd.it/4fkoWZ	4,00			2023-04-24	Comedy	en	United States of America	Ari Aster	11500000	35000000
2023-05-18	The Silence	1963	https://boxd.it/4gfbAF	0,00			2023-05-17	Drama	sv	Sweden	Ingmar Bergman	0	0
2023-05-22	Blow-Up	1966	https://boxd.it/4hhOFH	0,00			2023-05-21	Drama	en	United Kingdom	Michelangelo Antonioni	0	1800000
2023-06-06	Cries and Whispers	1972	https://boxd.it/4laksZ	0,00			2023-05-31	Drama	sv	Sweden	Ingmar Bergman	0	400000
2023-06-06	BEEF	2023	https://boxd.it/4lak31	4,50			2023-06-05	Comedy	fr	France	Jean-Marie Poiré	0	0
2023-06-19	Asteroid City	2023	https://boxd.it/4ou8Qx	0,00			2023-06-17	Comedy	en	United States of America	Wes Anderson	47281670	25000000
2023-07-03	Prisoners	2013	https://boxd.it/4sDr7v	0,00			2023-07-02	Drama	en	United States of America	Denis Villeneuve	122126687	46000000
2023-07-12	His House	2020	https://boxd.it/4vk13L	3,50			2023-07-12	Horror	en	United Kingdom	Remi Weekes	0	0
2023-07-16	Shiva Baby	2020	https://boxd.it/4wsVCd	3,50			2023-07-15	Comedy	en	United States of America	Emma Seligman	31014	250000
2023-08-06	L'Avventura	1960	https://boxd.it/4EvJ5z	3,50			2023-08-05	Drama	it	Italy	Michelangelo Antonioni	0	0
2023-08-09	Conversations with Friends	2022	https://boxd.it/4FnEWB	4,50	Yes		2023-08-08						
2023-08-19	Caché	2005	https://boxd.it/4IJ64V	0,00			2023-08-16	Mystery	fr	France	Michael Haneke	36000000	8731048
2023-08-19	Red, White & Royal Blue	2023	https://boxd.it/4IJ6mb	0,00			2023-08-17	Comedy	en	United States of America	Matthew López	0	0
2023-08-19	Past Lives	2023	https://boxd.it/4IJ7df	3,50			2023-08-19	Drama	en	United States of America	Celine Song	28126646	12000000
2023-08-20	Barbie	2023	https://boxd.it/4IRjrT	3,00			2023-08-19	Comedy	en	United States of America	Greta Gerwig	1445638421	145000000
2023-08-25	Ratcatcher	1999	https://boxd.it/4KlZJp	0,00			2023-08-24	Drama	en	France	Lynne Ramsay	0	0
2023-09-13	Reality	2023	https://boxd.it/4Q18yR	3,00			2023-08-28	Drama	en	France	Tina Satter	0	0
2023-09-01	Jennifer's Body	2009	https://boxd.it/4MA3jB	4,00			2023-08-31	Horror	en	United States of America	Karyn Kusama	31556061	16000000
2023-09-08	The Wailing	2016	https://boxd.it/4OLslx	3,50			2023-09-06	Horror	ko	South Korea	Na Hong-jin	49851770	10951000
2023-09-08	3-Iron	2004	https://boxd.it/4OLsK3	0,00			2023-09-08	Drama	ko	South Korea	Kim Ki-duk	3403957	0
2023-09-15	Oppenheimer	2023	https://boxd.it/4QzbzV	4,00			2023-09-13	Drama	en	United States of America	Christopher Nolan	952000000	100000000
2023-09-16	Oldboy	2003	https://boxd.it/4QMw7z	4,50			2023-09-14	Drama	ko	South Korea	Park Chan-wook	17500000	3000000
2023-09-20	Fresh	2022	https://boxd.it/4S0UgH	4,00			2023-09-19	Horror	en	United States of America	Mimi Cave	0	0
2023-10-19	Portrait of a Lady on Fire	2019	https://boxd.it/51ayHR	5,00	Yes		2023-10-18	Drama	fr	France	Céline Sciamma	9923127	5740000
2023-10-25	Daisy Jones & the Six	2023	https://boxd.it/531HwX	4,50			2023-10-23						
2023-11-02	The Little Drummer Girl	2018	https://boxd.it/568Onf	3,50			2023-11-01						
2023-11-03	Taylor Swift: The Eras Tour	2023	https://boxd.it/56hfRn	0,00			2023-11-02	Music	en	United States of America	Sam Wrench	261656269	15000000
2023-11-05	Green Room	2015	https://boxd.it/56X9wx	0,00			2023-11-04	Horror	en	United States of America	Jeremy Saulnier	3800000	5000000
2023-11-09	Talk to Me	2022	https://boxd.it/58cOdb	3,00			2023-11-08	Horror	en	Australia	Danny Philippou	92000000	4500000
2023-11-16	Buffalo '66	1998	https://boxd.it/5amLLR	0,00			2023-11-15	Drama	en	United States of America	Vincent Gallo	2375097	1500000
2023-11-19	The Hunger Games: The Ballad of Songbirds & Snakes	2023	https://boxd.it/5bfVxF	5,00			2023-11-18	Drama	en	United States of America	Francis Lawrence	337134868	100000000
2023-11-21	The Hunger Games	2012	https://boxd.it/5c5R6z	3,00	Yes		2023-11-20	Science Fiction	en	United States of America	Gary Ross	694394724	75000000
2023-12-09	Mad Max: Fury Road	2015	https://boxd.it/5i5PSv	5,00	Yes		2023-12-08	Action	en	Australia	George Miller	378858340	150000000
2023-12-10	Take Care of Maya	2023	https://boxd.it/5iFQ73	4,00			2023-12-09	Documentary	en	United States of America	Henry Roosevelt	0	0
2023-12-11	The Hunger Games: Catching Fire	2013	https://boxd.it/5iSoT5	4,50			2023-12-10	Adventure	en	United States of America	Francis Lawrence	865011746	130000000
2023-12-17	Lessons in Chemistry	2023	https://boxd.it/5kNgMD	3,50			2023-12-10						
2023-12-17	Akira	1988	https://boxd.it/5kNh27	3,50			2023-12-15	Animation	ja	Japan	Katsuhiro Otomo	944248	10000000
2023-12-17	Something Left, Something Taken	2010	https://boxd.it/5kUkaR	0,00	Yes		2023-12-16	Animation	en	United States of America	Max Porter	0	0
2023-12-17	Next Floor	2008	https://boxd.it/5kUJwt	4,00	Yes		2023-12-16	Comedy	en	Canada	Denis Villeneuve	0	0
2023-12-25	The Tatami Galaxy	2010	https://boxd.it/5obP3t	4,00			2023-12-16						
2023-12-25	No Hard Feelings	2023	https://boxd.it/5obJVz	2,00			2023-12-23	Comedy	en	United States of America	Gene Stupnitsky	83000000	45000000
2023-12-25	The Killer	2023	https://boxd.it/5obOjv	3,00			2023-12-24	Crime	en	United States of America	David Fincher	362113	175000000
2023-12-26	Priscilla	2023	https://boxd.it/5oAgSh	0,00			2023-12-25	Drama	en	United States of America	Sofia Coppola	30140906	20000000
2023-12-27	Saltburn	2023	https://boxd.it/5pe4vZ	0,00			2023-12-26	Drama	en	United Kingdom	Emerald Fennell	21013738	20000000
2023-12-30	Promising Young Woman	2020	https://boxd.it/5r1HPL	4,00			2023-12-29	Thriller	en	United States of America	Emerald Fennell	20379604	10000000
2024-01-01	May December	2023	https://boxd.it/5swvMB	4,00			2024-01-01	Drama	en	United States of America	Todd Haynes	4232370	20000000
2024-01-02	The Holdovers	2023	https://boxd.it/5sE1mp	4,00			2024-01-01	Comedy	en	United States of America	Alexander Payne	42513270	13000000
