Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-07-09,Shirley,2020,https://boxd.it/1eX2VZ,,,,2020-07-09
2020-07-10,In Bruges,2008,https://boxd.it/1eXHtn,4.5,,,2020-07-09
2020-07-11,Ema,2019,https://boxd.it/1f3Ni3,3.5,,,2020-07-10
2020-07-11,Suspiria,1977,https://boxd.it/1f5PSL,3.5,,,2020-07-11
2020-07-13,Days of Heaven,1978,https://boxd.it/1fjWQl,,,,2020-07-12
2020-07-14,Being John Malkovich,1999,https://boxd.it/1frmC9,,,,2020-07-13
2020-07-15,Thelma & Louise,1991,https://boxd.it/1fCiqb,4.5,,,2020-07-15
2020-07-16,The Witch,2015,https://boxd.it/1fF3Ur,5,,,2020-07-16
2020-07-17,Ghost World,2001,https://boxd.it/1fOrTP,,,,2020-07-17
2020-07-19,Suspiria,2018,https://boxd.it/1fXcmT,4.5,,,2020-07-18
2020-07-20,Holy Motors,2012,https://boxd.it/1g521n,4,,,2020-07-19
2020-07-22,Lady Bird,2017,https://boxd.it/1ggiD5,5,Yes,,2020-07-21
2020-07-24,Goodnight Mommy,2014,https://boxd.it/1gwsml,3.5,,,2020-07-24
2020-08-03,The Hourglass Sanatorium,1973,https://boxd.it/1huGTt,,,,2020-08-02
2020-08-04,American Honey,2016,https://boxd.it/1hCHi5,5,,,2020-08-04
2020-08-05,Midsommar,2019,https://boxd.it/1hMBYT,4.5,Yes,,2020-08-05
2020-08-10,Cold War,2018,https://boxd.it/1ijatP,,,,2020-08-10
2020-08-11,Columbus,2017,https://boxd.it/1ikkj3,5,Yes,,2020-08-10
2020-08-11,Mysterious Skin,2004,https://boxd.it/1ikUKJ,4.5,,,2020-08-10
2020-08-12,The Kissing Booth 2,2020,https://boxd.it/1iq0aH,,,,2020-08-11
2020-08-12,Kicking and Screaming,1995,https://boxd.it/1irGg5,3.5,,,2020-08-11
2020-08-12,Moonlight,2016,https://boxd.it/1ivLXh,,,,2020-08-12
2020-08-14,The Social Network,2010,https://boxd.it/1iCZiB,,,,2020-08-13
2020-08-15,The Favourite,2018,https://boxd.it/1iObSD,,,,2020-08-15
2020-08-18,What Happened to Monday,2017,https://boxd.it/1j4inp,2.5,,,2020-08-17
2020-08-18,The Breakfast Club,1985,https://boxd.it/1j5D4v,4,Yes,,2020-08-17
2020-08-19,I May Destroy You,2020,https://boxd.it/1jcHLn,5,,,2020-08-19
2020-08-19,Birth,2004,https://boxd.it/1jfB2d,,,,2020-08-19
2020-08-22,Inception,2010,https://boxd.it/1jqXO1,4,,,2020-08-21
2020-08-24,Normal People,2020,https://boxd.it/1jFAFF,5,,,2020-08-23
2020-08-25,Wake Up,2020,https://boxd.it/1jQzgL,,,,2020-08-25
2020-08-27,Psycho,1960,https://boxd.it/1k2Osh,4.5,,,2020-08-26
2020-08-31,Palm Springs,2020,https://boxd.it/1kvB8B,3.5,,,2020-08-31
2020-09-01,Skhizein,2008,https://boxd.it/1kw0uR,,,,2020-08-31
2020-09-01,Host,2020,https://boxd.it/1kxYjr,2.5,,,2020-08-31
2020-09-01,The Strange Thing About the Johnsons,2011,https://boxd.it/1kyxrF,,,,2020-08-31
2020-09-02,Locke,2013,https://boxd.it/1kDVLf,,,,2020-09-01
2020-09-02,Phineas and Ferb: The Movie: Candace Against the Universe,2020,https://boxd.it/1kIjqt,3,,,2020-09-02
2020-09-03,The Big Sick,2017,https://boxd.it/1kK14j,4,,,2020-09-02
2020-09-04,Tenet,2020,https://boxd.it/1kPxvB,3.5,,,2020-09-03
2020-09-05,Jackie,2016,https://boxd.it/1kW5P3,4.5,,,2020-09-04
2020-09-06,Nightcrawler,2014,https://boxd.it/1l3S3r,4,,,2020-09-05
2020-09-06,"Throw Away Your Books, Rally in the Streets",1971,https://boxd.it/1l7JAJ,,,,2020-09-06
2020-09-07,Hotel Mumbai,2018,https://boxd.it/1l9VUP,3.5,,,2020-09-06
2020-09-10,Isi & Ossi,2020,https://boxd.it/1lu2bH,3,,,2020-09-09
2020-09-12,"Synecdoche, New York",2008,https://boxd.it/1lFylL,5,,,2020-09-11
2020-09-13,Uncut Gems,2019,https://boxd.it/1lOg83,4,,,2020-09-12
2020-09-17,I'm Thinking of Ending Things,2020,https://boxd.it/1meQ5h,,,,2020-09-17
2020-09-18,Never Rarely Sometimes Always,2020,https://boxd.it/1mj9o1,4,,,2020-09-17
2020-09-20,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/1muMV1,,,,2020-09-19
2020-09-20,After,2019,https://boxd.it/1mvxph,1,,,2020-09-19
2020-09-24,Sherlock Holmes,2009,https://boxd.it/1mWm63,3,,,2020-09-23
2020-09-25,The New Mutants,2020,https://boxd.it/1n0DLl,1.5,,,2020-09-24
2020-09-25,House,1977,https://boxd.it/1n1WUt,,,,2020-09-24
2020-09-26,Five Feet Apart,2019,https://boxd.it/1n63oH,2.5,,,2020-09-25
2020-09-26,12 Suicidal Teens,2019,https://boxd.it/1nbpiB,2.5,,,2020-09-26
2020-09-27,Get Out,2017,https://boxd.it/1ncIN1,5,Yes,,2020-09-26
2020-09-30,A Ghost Story,2017,https://boxd.it/1nyTYt,5,,,2020-09-30
2020-10-09,The Devil All the Time,2020,https://boxd.it/1otUmf,2.5,,,2020-10-08
2020-10-19,Room,2015,https://boxd.it/1pDWwl,,,,2020-10-19
2020-10-29,Gods,2014,https://boxd.it/1qI34Z,3,,,2020-10-28
2020-10-29,Unpregnant,2020,https://boxd.it/1qIA7H,3,,,2020-10-28
2020-10-31,The Haunting of Bly Manor,2020,https://boxd.it/1qXqo9,3.5,,,2020-10-30
2020-11-22,We Are Who We Are,2020,https://boxd.it/1taxhX,4,,,2020-11-21
2020-11-26,Cold War,2018,https://boxd.it/1tD7ap,,Yes,,2020-11-25
2020-11-26,The Queen's Gambit,2020,https://boxd.it/1tE29j,4,,,2020-11-25
2020-11-26,"Tytus, Romek i A'Tomek wśród złodziei marzeń",2002,https://boxd.it/1tIx0F,3.5,,,2020-11-26
2020-11-28,Fantastic Mr. Fox,2009,https://boxd.it/1tS8Ut,4.5,Yes,,2020-11-27
2020-12-09,She Dies Tomorrow,2020,https://boxd.it/1v9Jip,,,,2020-12-08
2020-12-14,Run,2020,https://boxd.it/1vDKfL,2.5,,,2020-12-13
2020-12-14,Dead Mountain: The Dyatlov Pass Incident,2020,https://boxd.it/1vEYaR,4,,,2020-12-13
2020-12-16,The Princess Switch,2018,https://boxd.it/1vTlu9,1,,,2020-12-15
2020-12-17,The Undoing,2020,https://boxd.it/1w0AT3,3,,,2020-12-16
2020-12-18,The Piano Teacher,2001,https://boxd.it/1w7wlP,4.5,,,2020-12-18
2020-12-19,Another Round,2020,https://boxd.it/1wceG1,3.5,,,2020-12-18
2020-12-19,Olive Kitteridge,2014,https://boxd.it/1wcHcJ,4,,,2020-12-18
2020-12-21,The Princess Switch: Switched Again,2020,https://boxd.it/1wr9up,0.5,,,2020-12-20
2020-12-21,Us,2019,https://boxd.it/1wrZsl,4,Yes,,2020-12-20
2020-12-22,Holidate,2020,https://boxd.it/1wzpRl,1.5,,,2020-12-21
2020-12-22,Columbus,2017,https://boxd.it/1wB6Wv,5,Yes,,2020-12-21
2020-12-23,Fanny and Alexander,1984,https://boxd.it/1wHSO7,4,,,2020-12-22
2020-12-26,Last Christmas,2019,https://boxd.it/1x6xQh,3,,,2020-12-25
2020-12-27,The Social Dilemma,2020,https://boxd.it/1xgSP5,3,,,2020-12-26
2020-12-27,Se7en,1995,https://boxd.it/1xj17l,4,,,2020-12-26
2020-12-27,The Hunt,2012,https://boxd.it/1xkkrV,,,,2020-12-26
2020-12-27,Ichi the Killer,2001,https://boxd.it/1xmUa1,4,,,2020-12-27
2020-12-28,Miss Americana,2020,https://boxd.it/1xEATr,3.5,,,2020-12-28
2020-12-29,Wolfwalkers,2020,https://boxd.it/1xHVOt,3.5,,,2020-12-28
2020-12-30,Audition,1999,https://boxd.it/1xRfID,3,,,2020-12-29
2021-01-02,The Bitter Tears of Petra von Kant,1972,https://boxd.it/1ykHf3,,,,2021-01-01
2021-01-04,After We Collided,2020,https://boxd.it/1yNpMV,0.5,,,2021-01-03
2021-01-06,Soul,2020,https://boxd.it/1zb2Td,3.5,,,2021-01-05
2021-01-08,Catch Me If You Can,2002,https://boxd.it/1zrGpT,4,,,2021-01-07
2021-01-09,You Were Never Really Here,2017,https://boxd.it/1zC4MH,4.5,Yes,,2021-01-09
2021-01-15,Laurence Anyways,2012,https://boxd.it/1AAswX,5,,,2021-01-14
2021-01-17,If Anything Happens I Love You,2020,https://boxd.it/1ARFQ1,,,,2021-01-16
2021-01-21,Carte Blanche,2015,https://boxd.it/1Bv4Uv,2.5,,,2021-01-20
2021-01-23,Tailgate,2019,https://boxd.it/1BMY8r,0.5,,,2021-01-22
2021-01-23,The Trial of the Chicago 7,2020,https://boxd.it/1BNIH3,3,,,2021-01-23
2021-01-27,Notting Hill,1999,https://boxd.it/1CopYt,2.5,,,2021-01-26
2021-01-31,Lady Bird,2017,https://boxd.it/1CWelX,5,Yes,,2021-01-31
2021-02-02,In the Mood for Love,2000,https://boxd.it/1DgpXD,,,,2021-02-01
2021-02-08,Cinema Paradiso,1988,https://boxd.it/1E5APx,4,,,2021-02-07
2021-02-09,The Disaster Artist,2017,https://boxd.it/1Efapj,3.5,,,2021-02-08
2021-02-11,Malcolm & Marie,2021,https://boxd.it/1EtYr3,3.5,,,2021-02-10
2021-02-22,House of Hummingbird,2018,https://boxd.it/1G49TN,4,,,2021-02-21
2021-02-24,To All the Boys: Always and Forever,2021,https://boxd.it/1GsJWh,2.5,,,2021-02-24
2021-03-07,Lady Bird,2017,https://boxd.it/1HOO0F,5,Yes,,2021-02-27
2021-03-01,I Care a Lot,2020,https://boxd.it/1H10gl,3.5,,,2021-02-28
2021-03-06,Call Me by Your Name,2017,https://boxd.it/1HFVqx,4.5,Yes,,2021-03-05
2021-03-07,Schindler's List,1993,https://boxd.it/1HOKwd,4,,,2021-03-06
2021-03-14,Cloverfield,2008,https://boxd.it/1IJvsT,3,,,2021-03-12
2021-03-14,The Shawshank Redemption,1994,https://boxd.it/1IJvR5,3.5,,,2021-03-13
2021-03-21,A Short Film About Love,1988,https://boxd.it/1JHKTl,5,,,2021-03-20
2021-03-24,Sound of Metal,2019,https://boxd.it/1K95mB,4.5,,,2021-03-23
2021-03-25,(500) Days of Summer,2009,https://boxd.it/1Kh6jp,3.5,Yes,,2021-03-24
2021-03-27,Framing Britney Spears,2021,https://boxd.it/1KvMr9,2.5,,,2021-03-26
2021-03-29,Nomadland,2020,https://boxd.it/1KLxEz,5,,,2021-03-28
2021-04-01,Psycho,2020,https://boxd.it/1LcqyD,3.5,,,2021-03-31
2021-04-03,Minari,2020,https://boxd.it/1Ls2Ct,,,,2021-04-02
2021-04-03,Sound of Metal,2019,https://boxd.it/1LuMuf,4.5,Yes,,2021-04-02
2021-04-04,The Great Beauty,2013,https://boxd.it/1LMz4J,4,,,2021-04-04
2021-04-05,Irreversible,2002,https://boxd.it/1LPFOz,,,,2021-04-04
2021-04-06,Decalogue I,1989,https://boxd.it/1M6jgT,4.5,,,2021-04-06
2021-04-10,Minari,2020,https://boxd.it/1MBSjb,4.5,Yes,,2021-04-09
2021-04-15,Blind Chance,1987,https://boxd.it/1NjvWn,4,,,2021-04-14
2021-04-16,Black Swan,2010,https://boxd.it/1NpMwj,4.5,,,2021-04-15
2021-04-17,Blade Runner,1982,https://boxd.it/1NzqXH,4,,,2021-04-16
2021-04-22,Judas and the Black Messiah,2021,https://boxd.it/1OhL0f,3.5,,,2021-04-21
2021-04-24,The Pianist,2002,https://boxd.it/1OxQiZ,3.5,,,2021-04-23
2021-05-01,Mirror,1975,https://boxd.it/1PzPPh,5,,,2021-04-30
2021-05-02,"Synecdoche, New York",2008,https://boxd.it/1PH60J,5,Yes,,2021-05-01
2021-05-06,Mean Girls,2004,https://boxd.it/1QgZlR,5,,,2021-05-05
2021-05-20,Man with a Movie Camera,1929,https://boxd.it/1SaKaP,,,,2021-05-20
2021-05-28,Perfect Blue,1997,https://boxd.it/1Tb5f1,4.5,,,2021-05-27
2021-06-08,Minding the Gap,2018,https://boxd.it/1UHmIR,5,Yes,,2021-06-02
2021-06-05,Nomadland,2020,https://boxd.it/1UhbZl,5,Yes,,2021-06-04
2021-06-09,The Room,2003,https://boxd.it/1USLg1,5,,,2021-06-09
2021-06-13,The Dirt,2019,https://boxd.it/1ViVlx,3.5,,,2021-06-12
2021-06-14,The Conjuring,2013,https://boxd.it/1VqQCJ,3,,,2021-06-12
2021-06-15,"Love, Death & Robots: Automated Customer Service",2021,https://boxd.it/1VFz2J,2,,,2021-06-15
2021-06-15,"Love, Death & Robots: Ice",2021,https://boxd.it/1VFCFJ,3,,,2021-06-15
2021-06-17,The Exorcist,1973,https://boxd.it/1VOM6x,4,,,2021-06-16
2021-06-17,"Love, Death & Robots: Pop Squad",2021,https://boxd.it/1VRxf1,3,,,2021-06-17
2021-06-17,"Love, Death & Robots: Snow in the Desert",2021,https://boxd.it/1VRVa5,2,,,2021-06-17
2021-06-17,"Love, Death & Robots: The Tall Grass",2021,https://boxd.it/1VS46h,3.5,,,2021-06-17
2021-06-19,"Love, Death & Robots: All Through the House",2021,https://boxd.it/1W5cdV,3,,,2021-06-19
2021-06-21,11.22.63,2016,https://boxd.it/1Wipbp,,,,2021-06-20
2021-06-24,"Love, Death & Robots: Life Hutch",2021,https://boxd.it/1WJxOX,,,,2021-06-23
2021-06-24,"Love, Death & Robots: The Drowned Giant",2021,https://boxd.it/1WJCsx,4,,,2021-06-23
2021-06-26,Decalogue II,1989,https://boxd.it/1WW56f,4,,,2021-06-25
2021-06-29,Bo Burnham: Inside,2021,https://boxd.it/1XmjPZ,4,,,2021-06-28
2021-07-02,Decalogue III,1989,https://boxd.it/1XLlqx,4,,,2021-07-01
2021-07-04,Decalogue IV,1989,https://boxd.it/1Y0D7j,3.5,,,2021-07-03
2021-07-04,Decalogue V,1989,https://boxd.it/1Y1Bkd,4.5,,,2021-07-03
2021-07-06,Decalogue VII,1989,https://boxd.it/1Ymx1D,4,,,2021-07-05
2021-07-08,Matthias & Maxime,2019,https://boxd.it/1YDaYB,3.5,,,2021-07-07
2021-07-08,Decalogue VI,1989,https://boxd.it/1YDG6V,4.5,,,2021-07-07
2021-07-14,Bo Burnham: What.,2013,https://boxd.it/1ZzTPv,3.5,,,2021-07-14
2021-07-19,Taxi Driver,1976,https://boxd.it/20j3Y3,4,,,2021-07-18
2021-07-23,Trainspotting,1996,https://boxd.it/20SHZF,4.5,,,2021-07-22
2021-07-25,Cruella,2021,https://boxd.it/21boZT,2.5,,,2021-07-24
2021-07-26,The Perks of Being a Wallflower,2012,https://boxd.it/21lmEf,3.5,,,2021-07-25
2021-07-27,Decalogue VIII,1989,https://boxd.it/21vdeR,,,,2021-07-26
2021-07-28,Decalogue IX,1989,https://boxd.it/21CXnp,3,,,2021-07-27
2021-07-29,Decalogue X,1989,https://boxd.it/21KbOt,4.5,,,2021-07-28
2021-07-30,Luca,2021,https://boxd.it/21SsGH,4,,,2021-07-29
2021-07-31,The Graduate,1967,https://boxd.it/223vVx,3.5,,,2021-07-30
2021-08-01,Frances Ha,2012,https://boxd.it/22ahVH,4,,,2021-07-31
2021-08-05,The Father,2020,https://boxd.it/22NOWh,4,,,2021-08-04
2021-08-08,Funny Games,1997,https://boxd.it/23eAY3,4,,,2021-08-07
2021-08-11,The Suicide Squad,2021,https://boxd.it/23G1PB,4,,,2021-08-10
2021-08-11,Breathless,1960,https://boxd.it/23NvGt,4,,,2021-08-11
2021-08-12,A Quiet Place Part II,2020,https://boxd.it/23PB1v,3.5,,,2021-08-11
2021-08-17,Before Sunrise,1995,https://boxd.it/24yIFx,4.5,Yes,,2021-08-16
2021-08-17,Like Crazy,2011,https://boxd.it/24EZWd,,,,2021-08-17
2021-08-19,Cruel Intentions,1999,https://boxd.it/24VPiL,4,,,2021-08-19
2021-08-21,Annette,2021,https://boxd.it/254flH,4.5,,,2021-08-20
2021-08-27,The Green Knight,2021,https://boxd.it/25W9qz,,,,2021-08-26
2021-08-28,About Time,2013,https://boxd.it/26bA67,3.5,,,2021-08-28
2021-09-06,Mistress America,2015,https://boxd.it/27pUAD,4,,,2021-09-06
2021-09-08,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/27Jv9x,,Yes,,2021-09-07
2021-09-16,There Will Be Blood,2007,https://boxd.it/28NhED,5,,,2021-09-15
2021-09-24,Andrei Rublev,1966,https://boxd.it/29PUQr,,,,2021-09-23
2021-11-07,Dekalog,1989,https://boxd.it/2gyjnh,4,,,2021-11-06
2021-11-08,Her,2013,https://boxd.it/2gFDMZ,5,Yes,,2021-11-06
2021-11-08,Dune,2021,https://boxd.it/2gGLaB,4,,,2021-11-07
2021-11-16,Closer,2004,https://boxd.it/2i34ol,2.5,,,2021-11-16
2021-11-27,Fallen Angels,1995,https://boxd.it/2jDQyp,5,,,2021-11-27
2021-12-10,Mystery Train,1989,https://boxd.it/2lzdfN,3,,,2021-12-09
2021-12-11,First Reformed,2017,https://boxd.it/2lIKMt,5,Yes,,2021-12-10
2021-12-12,Angel's Egg,1985,https://boxd.it/2lRRb3,4.5,,,2021-12-11
2021-12-15,Happy Together,1997,https://boxd.it/2mmTBJ,,,,2021-12-15
2021-12-19,First Cow,2019,https://boxd.it/2n0gKx,,,,2021-12-18
2021-12-23,Spider-Man: No Way Home,2021,https://boxd.it/2nN2VT,4,,,2021-12-22
2021-12-24,Dogville,2003,https://boxd.it/2o1jmp,5,,,2021-12-24
2022-01-03,Punch-Drunk Love,2002,https://boxd.it/2qAhKn,,Yes,,2022-01-02
2022-01-03,Dancer in the Dark,2000,https://boxd.it/2qTHDF,,,,2022-01-03
2022-01-14,Licorice Pizza,2021,https://boxd.it/2txY0N,,,,2022-01-13
2022-01-20,Titane,2021,https://boxd.it/2v4jv1,,,,2022-01-19
2022-01-23,In the Mood for Love,2000,https://boxd.it/2vCYSX,5,Yes,,2022-01-22
2022-01-28,The French Dispatch,2021,https://boxd.it/2wE5jh,4,,,2022-01-27
2022-02-09,Rear Window,1954,https://boxd.it/2yXQMh,,,,2022-02-08
2022-02-14,The Worst Person in the World,2021,https://boxd.it/2zSUHf,4,,,2022-02-13
2022-02-14,Normal People,2020,https://boxd.it/2zXhvf,5,Yes,,2022-02-14
2022-02-15,Blue Valentine,2010,https://boxd.it/2A65V9,4,Yes,,2022-02-14
2022-02-18,Mean Girls,2004,https://boxd.it/2AzQmN,5,Yes,,2022-02-17
2022-02-20,Drive My Car,2021,https://boxd.it/2AWHgR,4,,,2022-02-19
2022-02-21,Whiplash,2014,https://boxd.it/2BbuF5,5,,,2022-02-20
2022-02-25,Personal Shopper,2016,https://boxd.it/2BSMD3,,Yes,,2022-02-24
2022-02-26,Three Colours: Blue,1993,https://boxd.it/2C3wCF,,,,2022-02-25
2022-02-27,Three Colours: White,1994,https://boxd.it/2CeUJn,,,,2022-02-26
2022-02-28,Wheel of Fortune and Fantasy,2021,https://boxd.it/2Cno3x,3.5,,,2022-02-27
2022-03-03,The Tinder Swindler,2022,https://boxd.it/2CUBTH,2.5,,,2022-03-02
2022-03-06,Three Colours: Red,1994,https://boxd.it/2DuzZP,5,,,2022-03-05
2022-03-07,The Batman,2022,https://boxd.it/2DGRpJ,3.5,,,2022-03-06
2022-03-09,Eraserhead,1977,https://boxd.it/2E4KJZ,4,,,2022-03-08
2022-03-18,The Lost Daughter,2021,https://boxd.it/2FQx2t,3.5,,,2022-03-17
2022-03-20,Comet,2014,https://boxd.it/2G2Nzn,,,,2022-03-19
2022-03-21,Columbus,2017,https://boxd.it/2GjL6x,5,Yes,,2022-03-19
2022-03-21,Mommy,2014,https://boxd.it/2GlawH,5,Yes,,2022-03-20
2022-03-23,Lost Highway,1997,https://boxd.it/2GJLFf,,,,2022-03-22
2022-03-26,The House of the Devil,2009,https://boxd.it/2Hgn91,3,,,2022-03-25
2022-04-06,2001: A Space Odyssey,1968,https://boxd.it/2Jecyj,3.5,,,2022-04-05
2022-04-13,A Clockwork Orange,1971,https://boxd.it/2KtcKX,4.5,,,2022-04-12
2022-04-16,10 Things I Hate About You,1999,https://boxd.it/2L5nKv,5,Yes,,2022-04-16
2022-04-25,The Balcony Movie,2021,https://boxd.it/2MCo09,5,,,2022-04-24
2022-04-27,Everything Everywhere All at Once,2022,https://boxd.it/2N1FDn,5,,,2022-04-26
2022-04-29,My First Summer,2020,https://boxd.it/2Nia0N,3.5,,,2022-04-28
2022-04-30,You Have No Idea How Much I Love You,2016,https://boxd.it/2NsHAf,4,,,2022-04-29
2022-05-04,The Girl from the Other Side,2019,https://boxd.it/2Oe0cl,,,,2022-05-03
2022-05-26,Neon Genesis Evangelion,1995,https://boxd.it/2SbREH,4,,,2022-05-25
2022-06-04,Conversations with Friends,2022,https://boxd.it/2TJOcR,4.5,,,2022-06-04
2022-06-05,Chungking Express,1994,https://boxd.it/2TTHPH,4,,,2022-06-05
2022-06-08,Moonrise Kingdom,2012,https://boxd.it/2UskZf,4.5,,,2022-06-06
2022-06-18,The Double Life of Véronique,1991,https://boxd.it/2WdUq9,,,,2022-06-17
2022-06-23,Hereditary,2018,https://boxd.it/2Xd12P,5,,,2022-06-22
2022-07-03,Stranger Than Paradise,1984,https://boxd.it/2Z3HLv,4,,,2022-07-02
2022-07-07,After Yang,2021,https://boxd.it/2ZNccL,4,,,2022-07-06
2022-07-08,"Love, Death & Robots: Three Robots: Exit Strategies",2022,https://boxd.it/302nW1,2,,,2022-07-08
2022-07-08,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/302B2h,3,,,2022-07-08
2022-07-08,"Love, Death & Robots: Night of the Mini Dead",2022,https://boxd.it/302QzZ,4,,,2022-07-08
2022-07-08,"Love, Death & Robots: Swarm",2022,https://boxd.it/303cwX,3,,,2022-07-08
2022-07-09,Minions: The Rise of Gru,2022,https://boxd.it/309ykV,0.5,,,2022-07-08
2022-07-09,Despicable Me,2010,https://boxd.it/30d9BZ,3.5,,,2022-07-08
2022-07-11,The Cabinet of Dr. Caligari,1920,https://boxd.it/30FO4D,4,,,2022-07-10
2022-07-11,"Love, Death & Robots: Jibaro",2022,https://boxd.it/30EiLD,4.5,,,2022-07-11
2022-07-13,"Spring, Summer, Fall, Winter... and Spring",2003,https://boxd.it/30XGjh,,,,2022-07-12
2022-07-15,Amélie,2001,https://boxd.it/31w8uv,3,,,2022-07-15
2022-07-18,Drive,2011,https://boxd.it/322XOZ,,Yes,,2022-07-17
2022-08-11,Chungking Express,1994,https://boxd.it/37lo9P,4,Yes,,2022-08-10
2022-08-25,The Wind Rises,2013,https://boxd.it/3abRkf,3,,,2022-08-24
2022-09-04,After We Fell,2021,https://boxd.it/3bY6uJ,1,,,2022-09-03
2022-09-11,The Worst Person in the World,2021,https://boxd.it/3dkj1X,4,Yes,,2022-09-10
2022-09-13,Prey,2022,https://boxd.it/3dM8kv,2,,,2022-09-12
2022-09-14,Miss Americana,2020,https://boxd.it/3dSkgn,4,Yes,,2022-09-13
2022-09-16,Through a Glass Darkly,1961,https://boxd.it/3ee2xz,,,,2022-09-15
2022-09-22,Autumn Sonata,1978,https://boxd.it/3fmNTx,,,,2022-09-21
2022-09-26,Lady Bird,2017,https://boxd.it/3g9Edl,5,Yes,,2022-09-25
2022-10-03,The Virgin Suicides,1999,https://boxd.it/3hL5Lx,3,,,2022-09-30
2022-10-03,Manchester by the Sea,2016,https://boxd.it/3hL6fn,,,,2022-10-02
2022-10-18,Normal People,2020,https://boxd.it/3kTUBh,5,Yes,,2022-10-18
2022-11-02,Ex Machina,2015,https://boxd.it/3o7JPn,3.5,,,2022-11-01
2022-11-13,Aftersun,2022,https://boxd.it/3qmjM1,4.5,,,2022-11-12
2022-11-17,Heartbeats,2010,https://boxd.it/3rbt4P,4.5,Yes,,2022-11-16
2022-11-27,Anomalisa,2015,https://boxd.it/3te9Ul,4.5,,,2022-11-26
2022-11-28,Bones and All,2022,https://boxd.it/3tyPDL,4,,,2022-11-27
2022-11-28,Over the Garden Wall,2014,https://boxd.it/3tB0SL,5,Yes,,2022-11-28
2022-12-08,Vortex,2021,https://boxd.it/3vBvH3,,,,2022-12-07
2022-12-10,Nope,2022,https://boxd.it/3vYv4L,3,,,2022-12-09
2022-12-20,The Fabelmans,2022,https://boxd.it/3ygljv,3,,,2022-12-09
2022-12-23,Three Thousand Years of Longing,2022,https://boxd.it/3z8NJ5,3.5,,,2022-12-22
2023-01-03,After Ever Happy,2022,https://boxd.it/3DcNzt,1,,,2023-01-02
2023-01-06,Glass Onion,2022,https://boxd.it/3EqR5z,3.5,,,2023-01-05
2023-01-08,The Menu,2022,https://boxd.it/3F9TrR,3,,,2023-01-07
2023-01-08,Decision to Leave,2022,https://boxd.it/3FkAdD,,,,2023-01-08
2023-01-15,Aftersun,2022,https://boxd.it/3HP9Sp,4.5,Yes,,2023-01-13
2023-01-15,Fallen Angels,1995,https://boxd.it/3HP7z1,5,Yes,,2023-01-14
2023-01-27,The Whale,2022,https://boxd.it/3LDOl9,2.5,,,2023-01-26
2023-01-30,TÁR,2022,https://boxd.it/3MRdQh,4,,,2023-01-30
2023-02-03,The Banshees of Inisherin,2022,https://boxd.it/3NKRuZ,3.5,,,2023-02-02
2023-02-07,Paranoia Agent,2004,https://boxd.it/3P6hKb,5,,,2023-02-06
2023-02-08,Vivre Sa Vie,1962,https://boxd.it/3PmlmJ,,,,2023-02-07
2023-02-13,Marcel the Shell with Shoes On,2021,https://boxd.it/3QJ43P,4,,,2023-02-12
2023-02-14,Puss in Boots: The Last Wish,2022,https://boxd.it/3QZUmL,,,,2023-02-13
2023-02-16,In the Mood for Love,2000,https://boxd.it/3Ro6Zj,5,Yes,,2023-02-14
2023-02-16,The Royal Tenenbaums,2001,https://boxd.it/3RC3wL,,,,2023-02-16
2023-02-19,Coraline,2009,https://boxd.it/3SkiNv,5,,,2023-02-18
2023-02-26,We're All Going to the World's Fair,2021,https://boxd.it/3UcP17,,,,2023-02-25
2023-02-26,Bodies Bodies Bodies,2022,https://boxd.it/3Um1kN,3.5,,,2023-02-25
2023-03-03,Inside Llewyn Davis,2013,https://boxd.it/3VR6Fd,,,,2023-03-03
2023-03-08,Barbie and the Diamond Castle,2008,https://boxd.it/3X8q53,,,,2023-03-07
2023-03-18,Enter the Void,2009,https://boxd.it/3ZQvwJ,,,,2023-03-17
2023-03-19,Kiki's Delivery Service,1989,https://boxd.it/402jA9,4,Yes,,2023-03-18
2023-03-27,Grave of the Fireflies,1988,https://boxd.it/42bchb,3,,,2023-03-26
2023-05-15,Beau Is Afraid,2023,https://boxd.it/4fkoWZ,4,,,2023-04-24
2023-05-18,The Silence,1963,https://boxd.it/4gfbAF,,,,2023-05-17
2023-05-22,Blow-Up,1966,https://boxd.it/4hhOFH,,,,2023-05-21
2023-06-06,Cries and Whispers,1972,https://boxd.it/4laksZ,,,,2023-05-31
2023-06-06,BEEF,2023,https://boxd.it/4lak31,4.5,,,2023-06-05
2023-06-19,Asteroid City,2023,https://boxd.it/4ou8Qx,,,,2023-06-17
2023-07-03,Prisoners,2013,https://boxd.it/4sDr7v,,,,2023-07-02
2023-07-12,His House,2020,https://boxd.it/4vk13L,3.5,,,2023-07-12
2023-07-16,Shiva Baby,2020,https://boxd.it/4wsVCd,3.5,,,2023-07-15
2023-08-06,L'Avventura,1960,https://boxd.it/4EvJ5z,3.5,,,2023-08-05
2023-08-09,Conversations with Friends,2022,https://boxd.it/4FnEWB,4.5,Yes,,2023-08-08
2023-08-19,Caché,2005,https://boxd.it/4IJ64V,,,,2023-08-16
